filename,width,height,class,xmin,ymin,xmax,ymax
306.jpeg,64,32,Non-LeftEyeFatigue,7,3,57,30
306.jpeg,64,64,Non-MouthFatigue,1,3,64,47
306.jpeg,64,32,Non-RightEyeFatigue,7,4,59,32
306.jpeg,64,32,LeftEyeFatigue,6,8,63,32
307.jpeg,64,64,MouthFatigue,1,3,64,49
307.jpeg,64,32,RightEyeFatigue,2,11,56,32
307.jpeg,64,32,Non-LeftEyeFatigue,7,4,58,32
307.jpeg,64,64,Non-MouthFatigue,1,6,64,47
307.jpeg,64,32,Non-RightEyeFatigue,7,5,55,32
307.jpeg,64,32,LeftEyeFatigue,1,5,64,28
308.jpeg,64,64,MouthFatigue,1,4,64,43
308.jpeg,64,32,RightEyeFatigue,7,8,63,31
308.jpeg,64,32,Non-LeftEyeFatigue,4,7,56,32
308.jpeg,64,64,Non-MouthFatigue,1,4,64,48
308.jpeg,64,32,Non-RightEyeFatigue,8,6,52,29
308.jpeg,64,32,LeftEyeFatigue,5,9,63,31
309.jpeg,64,64,MouthFatigue,1,5,63,52
309.jpeg,64,32,RightEyeFatigue,1,10,58,32
309.jpeg,64,32,Non-LeftEyeFatigue,7,4,59,31
309.jpeg,64,64,Non-MouthFatigue,1,6,64,51
309.jpeg,64,32,Non-RightEyeFatigue,8,5,57,31
309.jpeg,64,32,LeftEyeFatigue,1,7,62,32
31.jpeg,64,64,MouthFatigue,1,8,63,56
31.jpeg,64,32,RightEyeFatigue,6,10,57,32
31.jpeg,64,32,Non-LeftEyeFatigue,10,3,57,32
31.jpeg,64,64,Non-MouthFatigue,1,3,63,43
31.jpeg,64,32,Non-RightEyeFatigue,9,3,57,31
31.jpeg,64,32,LeftEyeFatigue,7,7,52,32
310.jpeg,64,64,MouthFatigue,1,3,63,44
310.jpeg,64,32,RightEyeFatigue,6,8,61,32
310.jpeg,64,32,Non-LeftEyeFatigue,8,3,58,32
310.jpeg,64,64,Non-MouthFatigue,1,4,62,41
310.jpeg,64,32,Non-RightEyeFatigue,1,5,54,32
310.jpeg,64,32,LeftEyeFatigue,6,7,64,30
311.jpeg,64,64,MouthFatigue,1,4,63,49
311.jpeg,64,32,RightEyeFatigue,1,9,60,32
311.jpeg,64,32,Non-LeftEyeFatigue,5,6,59,31
311.jpeg,64,64,Non-MouthFatigue,1,5,63,45
311.jpeg,64,32,Non-RightEyeFatigue,9,3,57,28
311.jpeg,64,32,LeftEyeFatigue,4,6,60,32
312.jpeg,64,64,MouthFatigue,1,5,64,52
312.jpeg,64,32,RightEyeFatigue,8,8,62,32
312.jpeg,64,32,Non-LeftEyeFatigue,7,4,55,28
312.jpeg,64,64,Non-MouthFatigue,1,6,64,45
312.jpeg,64,32,Non-RightEyeFatigue,6,8,53,32
312.jpeg,64,32,LeftEyeFatigue,5,7,63,32
313.jpeg,64,64,MouthFatigue,1,3,64,51
313.jpeg,64,32,RightEyeFatigue,2,7,55,32
313.jpeg,64,32,Non-LeftEyeFatigue,7,4,58,31
313.jpeg,64,64,Non-MouthFatigue,1,5,64,47
313.jpeg,64,32,Non-RightEyeFatigue,9,6,57,32
313.jpeg,64,32,LeftEyeFatigue,1,6,59,32
314.jpeg,64,64,MouthFatigue,1,7,64,49
314.jpeg,64,32,RightEyeFatigue,8,9,64,30
314.jpeg,64,32,Non-LeftEyeFatigue,7,5,52,32
314.jpeg,64,64,Non-MouthFatigue,1,4,64,47
314.jpeg,64,32,Non-RightEyeFatigue,5,6,56,32
314.jpeg,64,32,LeftEyeFatigue,3,5,64,31
315.jpeg,64,64,MouthFatigue,1,6,64,56
315.jpeg,64,32,RightEyeFatigue,1,11,56,32
315.jpeg,64,32,Non-LeftEyeFatigue,8,4,56,31
315.jpeg,64,64,Non-MouthFatigue,1,6,64,50
315.jpeg,64,32,Non-RightEyeFatigue,9,6,57,30
315.jpeg,64,32,LeftEyeFatigue,3,8,61,32
316.jpeg,64,64,MouthFatigue,1,7,63,46
316.jpeg,64,32,RightEyeFatigue,6,9,58,32
316.jpeg,64,32,Non-LeftEyeFatigue,6,3,55,32
316.jpeg,64,64,Non-MouthFatigue,1,3,64,46
316.jpeg,64,32,Non-RightEyeFatigue,2,5,56,29
316.jpeg,64,32,LeftEyeFatigue,6,7,64,31
317.jpeg,64,64,MouthFatigue,1,5,64,52
317.jpeg,64,32,RightEyeFatigue,1,7,58,32
317.jpeg,64,32,Non-LeftEyeFatigue,6,4,56,32
317.jpeg,64,64,Non-MouthFatigue,1,5,64,46
317.jpeg,64,32,Non-RightEyeFatigue,8,5,55,29
317.jpeg,64,32,LeftEyeFatigue,1,6,62,32
318.jpeg,64,64,MouthFatigue,1,7,64,53
318.jpeg,64,32,RightEyeFatigue,3,7,64,30
318.jpeg,64,32,Non-LeftEyeFatigue,4,5,61,31
318.jpeg,64,64,Non-MouthFatigue,1,3,64,47
318.jpeg,64,32,Non-RightEyeFatigue,5,8,55,32
318.jpeg,64,32,LeftEyeFatigue,3,4,64,31
319.jpeg,64,64,MouthFatigue,1,2,63,48
319.jpeg,64,32,RightEyeFatigue,1,10,58,32
319.jpeg,64,32,Non-LeftEyeFatigue,9,5,57,32
319.jpeg,64,64,Non-MouthFatigue,1,4,64,49
319.jpeg,64,32,Non-RightEyeFatigue,8,6,55,29
319.jpeg,64,32,LeftEyeFatigue,2,6,64,31
32.jpeg,64,64,MouthFatigue,1,4,64,49
32.jpeg,64,32,RightEyeFatigue,11,9,60,32
32.jpeg,64,32,Non-LeftEyeFatigue,8,2,55,30
32.jpeg,64,64,Non-MouthFatigue,1,3,64,47
32.jpeg,64,32,Non-RightEyeFatigue,9,7,55,31
32.jpeg,64,32,LeftEyeFatigue,8,2,61,25
320.jpeg,64,64,MouthFatigue,1,4,63,50
320.jpeg,64,32,RightEyeFatigue,10,4,64,28
320.jpeg,64,32,Non-LeftEyeFatigue,8,3,56,31
320.jpeg,64,64,Non-MouthFatigue,1,8,64,43
320.jpeg,64,32,Non-RightEyeFatigue,3,5,54,29
320.jpeg,64,32,LeftEyeFatigue,11,3,64,30
321.jpeg,64,64,MouthFatigue,1,2,64,52
321.jpeg,64,32,RightEyeFatigue,1,6,53,32
321.jpeg,64,32,Non-LeftEyeFatigue,6,2,64,29
321.jpeg,64,64,Non-MouthFatigue,1,8,64,45
321.jpeg,64,32,Non-RightEyeFatigue,9,6,57,28
321.jpeg,64,32,LeftEyeFatigue,1,3,59,28
322.jpeg,64,64,MouthFatigue,1,4,64,46
322.jpeg,64,32,RightEyeFatigue,4,4,64,30
322.jpeg,64,32,Non-LeftEyeFatigue,5,3,58,28
322.jpeg,64,64,Non-MouthFatigue,1,8,63,47
322.jpeg,64,32,Non-RightEyeFatigue,4,5,54,32
322.jpeg,64,32,LeftEyeFatigue,15,5,64,30
323.jpeg,64,64,MouthFatigue,1,2,63,54
323.jpeg,64,32,RightEyeFatigue,1,8,47,32
323.jpeg,64,32,Non-LeftEyeFatigue,7,3,62,31
323.jpeg,64,64,Non-MouthFatigue,1,8,64,48
323.jpeg,64,32,Non-RightEyeFatigue,6,4,58,27
323.jpeg,64,32,LeftEyeFatigue,1,5,60,29
324.jpeg,64,64,MouthFatigue,1,4,63,49
324.jpeg,64,32,RightEyeFatigue,9,5,64,29
324.jpeg,64,32,Non-LeftEyeFatigue,6,3,55,29
324.jpeg,64,64,Non-MouthFatigue,1,7,64,43
324.jpeg,64,32,Non-RightEyeFatigue,3,4,56,29
324.jpeg,64,32,LeftEyeFatigue,13,4,62,32
325.jpeg,64,64,MouthFatigue,1,3,64,47
325.jpeg,64,32,RightEyeFatigue,2,10,52,32
325.jpeg,64,32,Non-LeftEyeFatigue,7,3,60,30
325.jpeg,64,64,Non-MouthFatigue,1,7,64,45
325.jpeg,64,32,Non-RightEyeFatigue,7,4,55,26
325.jpeg,64,32,LeftEyeFatigue,2,3,58,30
326.jpeg,64,64,MouthFatigue,1,7,64,51
326.jpeg,64,32,RightEyeFatigue,8,6,64,28
326.jpeg,64,32,Non-LeftEyeFatigue,2,3,56,28
326.jpeg,64,64,Non-MouthFatigue,1,6,64,47
326.jpeg,64,32,Non-RightEyeFatigue,4,5,54,32
326.jpeg,64,32,LeftEyeFatigue,12,1,58,32
327.jpeg,64,64,MouthFatigue,1,4,64,52
327.jpeg,64,32,RightEyeFatigue,2,14,50,32
327.jpeg,64,32,Non-LeftEyeFatigue,7,2,63,30
327.jpeg,64,64,Non-MouthFatigue,1,7,64,43
327.jpeg,64,32,Non-RightEyeFatigue,7,5,59,28
327.jpeg,64,32,LeftEyeFatigue,4,4,57,32
328.jpeg,64,64,MouthFatigue,1,6,63,51
328.jpeg,64,32,RightEyeFatigue,7,5,64,30
328.jpeg,64,32,Non-LeftEyeFatigue,3,3,60,29
328.jpeg,64,64,Non-MouthFatigue,1,6,64,43
328.jpeg,64,32,Non-RightEyeFatigue,5,3,57,30
328.jpeg,64,32,LeftEyeFatigue,11,2,63,32
329.jpeg,64,64,MouthFatigue,1,3,64,54
329.jpeg,64,32,RightEyeFatigue,1,12,54,32
329.jpeg,64,32,Non-LeftEyeFatigue,7,3,61,27
329.jpeg,64,64,Non-MouthFatigue,1,8,64,42
329.jpeg,64,32,Non-RightEyeFatigue,7,3,56,29
329.jpeg,64,32,LeftEyeFatigue,1,3,57,32
33.jpeg,64,64,MouthFatigue,1,6,64,48
33.jpeg,64,32,RightEyeFatigue,9,11,56,30
33.jpeg,64,32,Non-LeftEyeFatigue,6,3,56,32
33.jpeg,64,64,Non-MouthFatigue,1,4,64,43
33.jpeg,64,32,Non-RightEyeFatigue,9,7,58,31
33.jpeg,64,32,LeftEyeFatigue,6,7,53,30
330.jpeg,64,64,MouthFatigue,1,6,64,49
330.jpeg,64,32,RightEyeFatigue,6,4,64,30
330.jpeg,64,32,Non-LeftEyeFatigue,4,3,59,28
330.jpeg,64,64,Non-MouthFatigue,1,4,64,48
330.jpeg,64,32,Non-RightEyeFatigue,3,3,56,30
330.jpeg,64,32,LeftEyeFatigue,16,5,64,31
331.jpeg,64,64,MouthFatigue,1,2,64,51
331.jpeg,64,32,RightEyeFatigue,1,7,54,32
331.jpeg,64,32,Non-LeftEyeFatigue,6,4,62,27
331.jpeg,64,64,Non-MouthFatigue,1,6,64,44
331.jpeg,64,32,Non-RightEyeFatigue,7,6,56,28
331.jpeg,64,32,LeftEyeFatigue,4,3,54,32
332.jpeg,64,64,MouthFatigue,1,6,64,52
332.jpeg,64,32,RightEyeFatigue,7,2,64,28
332.jpeg,64,32,Non-LeftEyeFatigue,2,5,58,27
332.jpeg,64,64,Non-MouthFatigue,1,4,64,49
332.jpeg,64,32,Non-RightEyeFatigue,3,6,56,31
332.jpeg,64,32,LeftEyeFatigue,12,2,64,31
333.jpeg,64,64,MouthFatigue,1,3,64,50
333.jpeg,64,32,RightEyeFatigue,1,10,54,32
333.jpeg,64,32,Non-LeftEyeFatigue,5,6,63,30
333.jpeg,64,64,Non-MouthFatigue,1,6,64,48
333.jpeg,64,32,Non-RightEyeFatigue,8,5,53,30
333.jpeg,64,32,LeftEyeFatigue,4,2,59,30
334.jpeg,64,64,MouthFatigue,1,7,64,40
334.jpeg,64,32,RightEyeFatigue,6,7,64,31
334.jpeg,64,32,Non-LeftEyeFatigue,6,6,57,29
334.jpeg,64,64,Non-MouthFatigue,1,4,64,53
334.jpeg,64,32,Non-RightEyeFatigue,2,4,52,32
334.jpeg,64,32,LeftEyeFatigue,10,8,60,32
335.jpeg,64,64,MouthFatigue,1,5,64,50
335.jpeg,64,32,RightEyeFatigue,3,9,59,32
335.jpeg,64,32,Non-LeftEyeFatigue,10,5,64,30
335.jpeg,64,64,Non-MouthFatigue,1,4,64,46
335.jpeg,64,32,Non-RightEyeFatigue,6,6,55,30
335.jpeg,64,32,LeftEyeFatigue,2,5,61,32
336.jpeg,64,64,MouthFatigue,1,5,64,37
336.jpeg,64,32,RightEyeFatigue,6,6,62,31
336.jpeg,64,32,Non-LeftEyeFatigue,7,3,55,27
336.jpeg,64,64,Non-MouthFatigue,1,5,64,45
336.jpeg,64,32,Non-RightEyeFatigue,5,4,55,29
336.jpeg,64,32,LeftEyeFatigue,8,4,60,32
337.jpeg,64,64,MouthFatigue,1,7,64,45
337.jpeg,64,32,RightEyeFatigue,5,8,60,32
337.jpeg,64,32,Non-LeftEyeFatigue,6,1,61,29
337.jpeg,64,64,Non-MouthFatigue,1,5,64,46
337.jpeg,64,32,Non-RightEyeFatigue,7,3,57,29
337.jpeg,64,32,LeftEyeFatigue,3,5,61,32
338.jpeg,64,64,MouthFatigue,1,8,63,40
338.jpeg,64,32,RightEyeFatigue,6,9,57,32
338.jpeg,64,32,Non-LeftEyeFatigue,5,1,59,30
338.jpeg,64,64,Non-MouthFatigue,1,5,64,46
338.jpeg,64,32,Non-RightEyeFatigue,3,4,59,28
338.jpeg,64,32,LeftEyeFatigue,6,10,64,31
339.jpeg,64,64,MouthFatigue,1,5,64,46
339.jpeg,64,32,RightEyeFatigue,1,10,63,32
339.jpeg,64,32,Non-LeftEyeFatigue,8,2,62,29
339.jpeg,64,64,Non-MouthFatigue,1,6,64,46
339.jpeg,64,32,Non-RightEyeFatigue,5,4,60,28
339.jpeg,64,32,LeftEyeFatigue,4,5,60,32
34.jpeg,64,64,MouthFatigue,1,7,64,47
34.jpeg,64,32,RightEyeFatigue,9,10,60,32
34.jpeg,64,32,Non-LeftEyeFatigue,7,3,54,29
34.jpeg,64,64,Non-MouthFatigue,1,4,64,47
34.jpeg,64,32,Non-RightEyeFatigue,7,6,57,32
34.jpeg,64,32,LeftEyeFatigue,9,5,59,27
340.jpeg,64,64,MouthFatigue,1,7,64,35
340.jpeg,64,32,RightEyeFatigue,2,10,57,32
340.jpeg,64,32,Non-LeftEyeFatigue,6,5,56,31
340.jpeg,64,64,Non-MouthFatigue,1,6,64,46
340.jpeg,64,32,Non-RightEyeFatigue,4,4,57,30
340.jpeg,64,32,LeftEyeFatigue,2,5,62,32
341.jpeg,64,64,MouthFatigue,1,6,64,46
341.jpeg,64,32,RightEyeFatigue,6,5,64,31
341.jpeg,64,32,Non-LeftEyeFatigue,10,2,59,28
341.jpeg,64,64,Non-MouthFatigue,1,6,64,46
341.jpeg,64,32,Non-RightEyeFatigue,6,3,58,28
341.jpeg,64,32,LeftEyeFatigue,5,6,61,32
342.jpeg,64,64,MouthFatigue,1,5,63,44
342.jpeg,64,32,RightEyeFatigue,10,4,64,28
342.jpeg,64,32,Non-LeftEyeFatigue,7,4,55,29
342.jpeg,64,64,Non-MouthFatigue,1,4,64,48
342.jpeg,64,32,Non-RightEyeFatigue,4,5,58,28
342.jpeg,64,32,LeftEyeFatigue,14,8,64,31
343.jpeg,64,64,MouthFatigue,1,2,64,50
343.jpeg,64,32,RightEyeFatigue,3,12,48,32
343.jpeg,64,32,Non-LeftEyeFatigue,7,3,60,29
343.jpeg,64,64,Non-MouthFatigue,1,4,64,47
343.jpeg,64,32,Non-RightEyeFatigue,6,3,57,27
343.jpeg,64,32,LeftEyeFatigue,1,4,54,31
344.jpeg,64,64,MouthFatigue,1,6,64,48
344.jpeg,64,32,RightEyeFatigue,4,8,61,32
344.jpeg,64,32,Non-LeftEyeFatigue,4,4,58,29
344.jpeg,64,64,Non-MouthFatigue,1,5,63,44
344.jpeg,64,32,Non-RightEyeFatigue,3,5,56,29
344.jpeg,64,32,LeftEyeFatigue,10,7,62,32
345.jpeg,64,64,MouthFatigue,1,6,64,47
345.jpeg,64,32,RightEyeFatigue,3,7,53,32
345.jpeg,64,32,Non-LeftEyeFatigue,10,2,62,32
345.jpeg,64,64,Non-MouthFatigue,1,6,64,45
345.jpeg,64,32,Non-RightEyeFatigue,6,4,59,29
345.jpeg,64,32,LeftEyeFatigue,2,3,62,31
346.jpeg,64,64,MouthFatigue,1,6,64,48
346.jpeg,64,32,RightEyeFatigue,9,5,64,30
346.jpeg,64,32,Non-LeftEyeFatigue,5,5,58,28
346.jpeg,64,64,Non-MouthFatigue,1,4,64,45
346.jpeg,64,32,Non-RightEyeFatigue,3,4,58,29
346.jpeg,64,32,LeftEyeFatigue,16,3,60,32
347.jpeg,64,64,MouthFatigue,1,3,64,43
347.jpeg,64,32,RightEyeFatigue,4,10,53,32
347.jpeg,64,32,Non-LeftEyeFatigue,9,4,59,29
347.jpeg,64,64,Non-MouthFatigue,1,7,64,48
347.jpeg,64,32,Non-RightEyeFatigue,5,5,53,25
347.jpeg,64,32,LeftEyeFatigue,2,4,60,28
348.jpeg,64,64,MouthFatigue,1,8,64,46
348.jpeg,64,32,RightEyeFatigue,7,3,62,32
348.jpeg,64,32,Non-LeftEyeFatigue,9,3,54,26
348.jpeg,64,64,Non-MouthFatigue,1,6,64,46
348.jpeg,64,32,Non-RightEyeFatigue,6,5,57,27
348.jpeg,64,32,LeftEyeFatigue,16,2,62,32
349.jpeg,64,64,MouthFatigue,1,4,63,47
349.jpeg,64,32,RightEyeFatigue,1,13,46,32
349.jpeg,64,32,Non-LeftEyeFatigue,5,2,60,29
349.jpeg,64,64,Non-MouthFatigue,1,6,64,46
349.jpeg,64,32,Non-RightEyeFatigue,6,3,55,27
349.jpeg,64,32,LeftEyeFatigue,1,6,58,30
35.jpeg,64,64,MouthFatigue,1,6,64,46
35.jpeg,64,32,RightEyeFatigue,9,9,55,32
35.jpeg,64,32,Non-LeftEyeFatigue,6,6,56,30
35.jpeg,64,64,Non-MouthFatigue,1,4,64,53
35.jpeg,64,32,Non-RightEyeFatigue,7,6,55,30
35.jpeg,64,32,LeftEyeFatigue,5,4,52,28
350.jpeg,64,64,MouthFatigue,1,8,64,43
350.jpeg,64,32,RightEyeFatigue,9,9,63,32
350.jpeg,64,32,Non-LeftEyeFatigue,9,3,60,29
350.jpeg,64,64,Non-MouthFatigue,1,5,63,45
350.jpeg,64,32,Non-RightEyeFatigue,5,4,58,29
350.jpeg,64,32,LeftEyeFatigue,17,6,64,31
351.jpeg,64,64,MouthFatigue,1,1,64,43
351.jpeg,64,32,RightEyeFatigue,5,10,53,32
351.jpeg,64,32,Non-LeftEyeFatigue,5,2,62,26
351.jpeg,64,64,Non-MouthFatigue,1,6,64,48
351.jpeg,64,32,Non-RightEyeFatigue,6,4,54,26
351.jpeg,64,32,LeftEyeFatigue,5,2,54,32
352.jpeg,64,64,MouthFatigue,1,8,64,42
352.jpeg,64,32,RightEyeFatigue,9,7,62,32
352.jpeg,64,32,Non-LeftEyeFatigue,6,3,58,27
352.jpeg,64,64,Non-MouthFatigue,1,6,64,47
352.jpeg,64,32,Non-RightEyeFatigue,5,3,57,27
352.jpeg,64,32,LeftEyeFatigue,6,1,64,31
353.jpeg,64,64,MouthFatigue,1,1,64,44
353.jpeg,64,32,RightEyeFatigue,2,16,46,32
353.jpeg,64,32,Non-LeftEyeFatigue,5,3,63,28
353.jpeg,64,64,Non-MouthFatigue,1,7,64,46
353.jpeg,64,32,Non-RightEyeFatigue,7,2,59,26
353.jpeg,64,32,LeftEyeFatigue,2,1,56,32
354.jpeg,64,64,MouthFatigue,1,9,64,49
354.jpeg,64,32,RightEyeFatigue,5,7,58,32
354.jpeg,64,32,Non-LeftEyeFatigue,3,5,59,30
354.jpeg,64,64,Non-MouthFatigue,1,4,64,46
354.jpeg,64,32,Non-RightEyeFatigue,3,4,56,29
354.jpeg,64,32,LeftEyeFatigue,8,5,58,32
355.jpeg,64,64,MouthFatigue,1,6,64,48
355.jpeg,64,32,RightEyeFatigue,7,11,61,32
355.jpeg,64,32,Non-LeftEyeFatigue,2,2,63,28
355.jpeg,64,64,Non-MouthFatigue,1,7,64,49
355.jpeg,64,32,Non-RightEyeFatigue,5,2,57,25
355.jpeg,64,32,LeftEyeFatigue,9,3,60,30
356.jpeg,64,64,MouthFatigue,1,9,64,46
356.jpeg,64,32,RightEyeFatigue,9,3,64,26
356.jpeg,64,32,Non-LeftEyeFatigue,4,3,59,26
356.jpeg,64,64,Non-MouthFatigue,1,4,64,48
356.jpeg,64,32,Non-RightEyeFatigue,4,3,56,28
356.jpeg,64,32,LeftEyeFatigue,12,2,64,31
357.jpeg,64,64,MouthFatigue,1,6,63,49
357.jpeg,64,32,RightEyeFatigue,1,7,51,32
357.jpeg,64,32,Non-LeftEyeFatigue,5,2,63,27
357.jpeg,64,64,Non-MouthFatigue,1,6,64,48
357.jpeg,64,32,Non-RightEyeFatigue,7,2,56,26
357.jpeg,64,32,LeftEyeFatigue,1,1,58,28
358.jpeg,64,64,MouthFatigue,1,7,64,48
358.jpeg,64,32,RightEyeFatigue,9,3,64,26
358.jpeg,64,32,Non-LeftEyeFatigue,7,5,60,29
358.jpeg,64,64,Non-MouthFatigue,1,7,64,49
358.jpeg,64,32,Non-RightEyeFatigue,4,2,57,30
358.jpeg,64,32,LeftEyeFatigue,11,2,61,32
359.jpeg,64,64,MouthFatigue,1,4,64,54
359.jpeg,64,32,RightEyeFatigue,1,8,52,32
359.jpeg,64,32,Non-LeftEyeFatigue,6,3,64,28
359.jpeg,64,64,Non-MouthFatigue,1,6,64,47
359.jpeg,64,32,Non-RightEyeFatigue,8,2,55,25
359.jpeg,64,32,LeftEyeFatigue,1,2,61,29
36.jpeg,64,64,MouthFatigue,1,5,64,57
36.jpeg,64,32,RightEyeFatigue,6,7,60,31
36.jpeg,64,32,Non-LeftEyeFatigue,6,4,59,32
36.jpeg,64,64,Non-MouthFatigue,1,4,64,47
36.jpeg,64,32,Non-RightEyeFatigue,9,6,55,32
36.jpeg,64,32,LeftEyeFatigue,9,6,57,32
360.jpeg,64,64,MouthFatigue,1,5,64,51
360.jpeg,64,32,RightEyeFatigue,8,6,64,28
360.jpeg,64,32,Non-LeftEyeFatigue,7,5,57,31
360.jpeg,64,64,Non-MouthFatigue,1,5,64,46
360.jpeg,64,32,Non-RightEyeFatigue,4,3,60,27
360.jpeg,64,32,LeftEyeFatigue,8,4,63,29
361.jpeg,64,64,MouthFatigue,1,7,64,48
361.jpeg,64,32,RightEyeFatigue,2,7,64,30
361.jpeg,64,32,Non-LeftEyeFatigue,7,3,63,29
361.jpeg,64,64,Non-MouthFatigue,1,6,64,46
361.jpeg,64,32,Non-RightEyeFatigue,6,3,59,25
361.jpeg,64,32,LeftEyeFatigue,7,4,63,30
362.jpeg,64,64,MouthFatigue,1,6,64,44
362.jpeg,64,32,RightEyeFatigue,8,7,64,31
362.jpeg,64,32,Non-LeftEyeFatigue,4,3,58,27
362.jpeg,64,64,Non-MouthFatigue,1,7,62,46
362.jpeg,64,32,Non-RightEyeFatigue,4,2,47,21
362.jpeg,64,32,LeftEyeFatigue,6,5,63,30
363.jpeg,64,64,MouthFatigue,1,6,64,47
363.jpeg,64,32,RightEyeFatigue,5,10,64,31
363.jpeg,64,32,Non-LeftEyeFatigue,13,3,61,24
363.jpeg,64,64,Non-MouthFatigue,2,9,64,47
363.jpeg,64,32,Non-RightEyeFatigue,8,2,57,23
363.jpeg,64,32,LeftEyeFatigue,3,2,59,31
364.jpeg,64,64,MouthFatigue,1,6,64,48
364.jpeg,64,32,RightEyeFatigue,7,11,61,32
364.jpeg,64,32,Non-LeftEyeFatigue,1,5,55,27
364.jpeg,64,64,Non-MouthFatigue,1,10,64,45
364.jpeg,64,32,Non-RightEyeFatigue,3,6,52,26
364.jpeg,64,32,LeftEyeFatigue,6,5,62,32
365.jpeg,64,64,MouthFatigue,1,8,64,43
365.jpeg,64,32,RightEyeFatigue,4,10,58,32
365.jpeg,64,32,Non-LeftEyeFatigue,11,4,63,25
365.jpeg,64,64,Non-MouthFatigue,1,7,64,48
365.jpeg,64,32,Non-RightEyeFatigue,8,6,62,28
365.jpeg,64,32,LeftEyeFatigue,2,5,56,30
366.jpeg,64,64,MouthFatigue,1,6,63,41
366.jpeg,64,32,RightEyeFatigue,8,7,59,32
366.jpeg,64,32,Non-LeftEyeFatigue,2,5,60,29
366.jpeg,64,64,Non-MouthFatigue,1,9,64,49
366.jpeg,64,32,Non-RightEyeFatigue,5,7,53,27
366.jpeg,64,32,LeftEyeFatigue,9,5,62,32
367.jpeg,64,64,MouthFatigue,1,7,64,42
367.jpeg,64,32,RightEyeFatigue,3,11,57,32
367.jpeg,64,32,Non-LeftEyeFatigue,7,3,62,25
367.jpeg,64,64,Non-MouthFatigue,1,9,63,46
367.jpeg,64,32,Non-RightEyeFatigue,6,3,62,27
367.jpeg,64,32,LeftEyeFatigue,4,8,52,32
368.jpeg,64,64,MouthFatigue,1,8,64,43
368.jpeg,64,32,RightEyeFatigue,11,9,61,32
368.jpeg,64,32,Non-LeftEyeFatigue,2,3,63,30
368.jpeg,64,64,Non-MouthFatigue,1,8,64,44
368.jpeg,64,32,Non-RightEyeFatigue,4,4,52,29
368.jpeg,64,32,LeftEyeFatigue,6,6,61,32
369.jpeg,64,64,MouthFatigue,1,8,64,41
369.jpeg,64,32,RightEyeFatigue,4,11,59,32
369.jpeg,64,32,Non-LeftEyeFatigue,7,3,64,28
369.jpeg,64,64,Non-MouthFatigue,1,7,64,39
369.jpeg,64,32,Non-RightEyeFatigue,5,3,57,25
369.jpeg,64,32,LeftEyeFatigue,4,2,55,32
37.jpeg,64,64,MouthFatigue,1,8,64,55
37.jpeg,64,32,RightEyeFatigue,9,12,58,32
37.jpeg,64,32,Non-LeftEyeFatigue,8,3,59,32
37.jpeg,64,64,Non-MouthFatigue,1,5,64,44
37.jpeg,64,32,Non-RightEyeFatigue,9,6,55,29
37.jpeg,64,32,LeftEyeFatigue,4,4,52,32
370.jpeg,64,64,MouthFatigue,1,5,64,48
370.jpeg,64,32,RightEyeFatigue,8,8,62,30
370.jpeg,64,32,Non-LeftEyeFatigue,1,3,57,26
370.jpeg,64,64,Non-MouthFatigue,1,5,64,45
370.jpeg,64,32,Non-RightEyeFatigue,4,6,49,27
370.jpeg,64,32,LeftEyeFatigue,5,7,62,32
371.jpeg,64,64,MouthFatigue,1,4,64,47
371.jpeg,64,32,RightEyeFatigue,2,11,60,32
371.jpeg,64,32,Non-LeftEyeFatigue,8,2,62,26
371.jpeg,64,64,Non-MouthFatigue,1,7,64,42
371.jpeg,64,32,Non-RightEyeFatigue,7,5,61,26
371.jpeg,64,32,LeftEyeFatigue,5,5,60,28
372.jpeg,64,64,MouthFatigue,1,4,64,52
372.jpeg,64,32,RightEyeFatigue,4,8,62,32
372.jpeg,64,32,Non-LeftEyeFatigue,4,4,59,32
372.jpeg,64,64,Non-MouthFatigue,1,8,64,50
372.jpeg,64,32,Non-RightEyeFatigue,3,4,50,24
372.jpeg,64,32,LeftEyeFatigue,6,8,60,32
373.jpeg,64,64,MouthFatigue,1,4,64,49
373.jpeg,64,32,RightEyeFatigue,5,13,59,32
373.jpeg,64,32,Non-LeftEyeFatigue,12,2,64,28
373.jpeg,64,64,Non-MouthFatigue,1,7,64,47
373.jpeg,64,32,Non-RightEyeFatigue,6,3,57,29
373.jpeg,64,32,LeftEyeFatigue,6,6,56,32
374.jpeg,64,64,MouthFatigue,1,2,64,51
374.jpeg,64,32,RightEyeFatigue,9,12,59,32
374.jpeg,64,32,Non-LeftEyeFatigue,2,4,60,25
374.jpeg,64,64,Non-MouthFatigue,1,5,64,45
374.jpeg,64,32,Non-RightEyeFatigue,3,4,50,26
374.jpeg,64,32,LeftEyeFatigue,7,5,60,32
375.jpeg,64,64,MouthFatigue,1,3,64,47
375.jpeg,64,32,RightEyeFatigue,7,14,60,32
375.jpeg,64,32,Non-LeftEyeFatigue,11,2,64,29
375.jpeg,64,64,Non-MouthFatigue,1,8,64,45
375.jpeg,64,32,Non-RightEyeFatigue,8,4,57,26
375.jpeg,64,32,LeftEyeFatigue,5,7,56,32
376.jpeg,64,64,MouthFatigue,1,5,64,48
376.jpeg,64,32,RightEyeFatigue,6,6,60,32
376.jpeg,64,32,Non-LeftEyeFatigue,1,3,59,27
